cveid,cwe
176,NVD-CWE-Other
177,NVD-CWE-Other
178,NVD-CWE-Other
179,NVD-CWE-Other
180,NVD-CWE-Other
181,NVD-CWE-Other
182,NVD-CWE-Other
183,NVD-CWE-Other
184,NVD-CWE-Other
185,NVD-CWE-Other
186,NVD-CWE-Other
187,NVD-CWE-Other
188,NVD-CWE-Other
189,NVD-CWE-Other
190,NVD-CWE-Other
191,NVD-CWE-Other
192,NVD-CWE-Other
193,NVD-CWE-Other
194,NVD-CWE-Other
195,NVD-CWE-Other
196,NVD-CWE-Other
197,NVD-CWE-Other
198,NVD-CWE-Other
199,NVD-CWE-Other
200,NVD-CWE-Other
201,NVD-CWE-Other
202,NVD-CWE-Other
203,CWE-327
204,NVD-CWE-Other
205,NVD-CWE-Other
206,NVD-CWE-Other
207,NVD-CWE-Other
208,NVD-CWE-Other
209,NVD-CWE-Other
210,NVD-CWE-Other
211,NVD-CWE-Other
212,NVD-CWE-Other
213,NVD-CWE-Other
214,NVD-CWE-Other
214,CWE-125
215,NVD-CWE-Other
216,NVD-CWE-Other
217,NVD-CWE-Other
218,NVD-CWE-Other
219,NVD-CWE-Other
220,NVD-CWE-Other
221,NVD-CWE-Other
222,NVD-CWE-Other
223,NVD-CWE-Other
224,NVD-CWE-Other
225,NVD-CWE-Other
226,NVD-CWE-Other
227,NVD-CWE-Other
228,NVD-CWE-Other
229,NVD-CWE-Other
230,NVD-CWE-Other
231,NVD-CWE-Other
232,NVD-CWE-Other
233,NVD-CWE-Other
234,NVD-CWE-Other
235,NVD-CWE-Other
236,NVD-CWE-Other
237,NVD-CWE-Other
238,NVD-CWE-Other
239,NVD-CWE-Other
240,NVD-CWE-Other
241,NVD-CWE-Other
242,NVD-CWE-Other
243,NVD-CWE-Other
244,NVD-CWE-Other
245,NVD-CWE-Other
246,NVD-CWE-Other
247,NVD-CWE-Other
248,NVD-CWE-Other
249,NVD-CWE-Other
250,NVD-CWE-Other
251,NVD-CWE-Other
252,NVD-CWE-Other
253,NVD-CWE-Other
254,NVD-CWE-Other
255,NVD-CWE-Other
256,NVD-CWE-Other
257,NVD-CWE-Other
258,CWE-119
259,NVD-CWE-Other
260,CWE-120
261,NVD-CWE-Other
262,NVD-CWE-Other
263,NVD-CWE-Other
264,NVD-CWE-Other
265,NVD-CWE-Other
266,NVD-CWE-Other
267,NVD-CWE-Other
268,NVD-CWE-Other
269,NVD-CWE-Other
270,NVD-CWE-Other
271,NVD-CWE-Other
272,NVD-CWE-Other
273,NVD-CWE-Other
274,NVD-CWE-Other
275,NVD-CWE-Other
276,NVD-CWE-Other
277,NVD-CWE-Other
278,NVD-CWE-Other
279,NVD-CWE-Other
280,NVD-CWE-Other
281,NVD-CWE-Other
282,NVD-CWE-Other
283,NVD-CWE-Other
284,NVD-CWE-Other
285,NVD-CWE-Other
286,NVD-CWE-Other
287,NVD-CWE-Other
288,NVD-CWE-Other
289,NVD-CWE-Other
290,CWE-193
291,NVD-CWE-Other
292,NVD-CWE-Other
293,NVD-CWE-Other
294,NVD-CWE-Other
295,NVD-CWE-Other
296,NVD-CWE-Other
297,NVD-CWE-Other
298,NVD-CWE-Other
299,NVD-CWE-Other
300,NVD-CWE-Other
301,NVD-CWE-Other
302,NVD-CWE-Other
303,NVD-CWE-Other
304,NVD-CWE-Other
305,NVD-CWE-Other
306,CWE-200
307,CWE-119
308,NVD-CWE-Other
309,NVD-CWE-Other
310,NVD-CWE-Other
311,NVD-CWE-Other
312,NVD-CWE-Other
313,NVD-CWE-Other
314,NVD-CWE-Other
315,NVD-CWE-Other
316,NVD-CWE-Other
317,NVD-CWE-Other
318,NVD-CWE-Other
319,NVD-CWE-Other
320,NVD-CWE-Other
321,NVD-CWE-Other
322,NVD-CWE-Other
323,NVD-CWE-Other
324,CWE-200
325,NVD-CWE-Other
326,NVD-CWE-Other
327,NVD-CWE-Other
328,NVD-CWE-Other
329,NVD-CWE-Other
330,NVD-CWE-Other
331,NVD-CWE-Other
332,NVD-CWE-Other
333,NVD-CWE-Other
334,NVD-CWE-Other
335,NVD-CWE-Other
336,NVD-CWE-Other
337,NVD-CWE-Other
338,NVD-CWE-Other
339,NVD-CWE-Other
340,NVD-CWE-Other
341,NVD-CWE-Other
342,NVD-CWE-Other
343,NVD-CWE-Other
344,NVD-CWE-Other
345,NVD-CWE-Other
346,NVD-CWE-Other
347,NVD-CWE-Other
348,NVD-CWE-Other
349,NVD-CWE-Other
350,NVD-CWE-Other
351,NVD-CWE-Other
352,NVD-CWE-Other
353,NVD-CWE-Other
354,NVD-CWE-Other
355,NVD-CWE-Other
356,NVD-CWE-Other
357,NVD-CWE-Other
358,NVD-CWE-Other
359,CWE-384
360,NVD-CWE-Other
361,NVD-CWE-Other
362,NVD-CWE-Other
363,NVD-CWE-Other
364,NVD-CWE-Other
365,NVD-CWE-Other
366,NVD-CWE-Other
367,CWE-200
368,CWE-200
369,NVD-CWE-Other
370,NVD-CWE-Other
371,NVD-CWE-Other
372,NVD-CWE-Other
373,NVD-CWE-Other
374,NVD-CWE-Other
375,NVD-CWE-Other
376,NVD-CWE-Other
377,NVD-CWE-Other
378,NVD-CWE-Other
379,NVD-CWE-Other
380,NVD-CWE-Other
381,NVD-CWE-Other
382,NVD-CWE-Other
383,NVD-CWE-Other
384,NVD-CWE-Other
385,NVD-CWE-Other
386,NVD-CWE-Other
387,NVD-CWE-Other
388,CWE-94
389,NVD-CWE-Other
390,NVD-CWE-Other
391,NVD-CWE-Other
392,NVD-CWE-Other
393,NVD-CWE-Other
394,NVD-CWE-Other
395,NVD-CWE-Other
396,NVD-CWE-Other
397,NVD-CWE-Other
398,NVD-CWE-Other
399,NVD-CWE-Other
400,NVD-CWE-Other
401,NVD-CWE-Other
402,NVD-CWE-Other
403,NVD-CWE-Other
404,NVD-CWE-Other
405,NVD-CWE-Other
406,NVD-CWE-Other
407,NVD-CWE-Other
408,NVD-CWE-Other
409,NVD-CWE-Other
410,NVD-CWE-Other
411,NVD-CWE-Other
412,NVD-CWE-Other
413,NVD-CWE-Other
414,NVD-CWE-Other
415,NVD-CWE-Other
416,NVD-CWE-Other
417,NVD-CWE-Other
418,NVD-CWE-Other
419,NVD-CWE-Other
420,NVD-CWE-Other
421,NVD-CWE-Other
422,NVD-CWE-Other
423,NVD-CWE-Other
424,NVD-CWE-Other
425,NVD-CWE-Other
426,NVD-CWE-Other
427,NVD-CWE-Other
428,NVD-CWE-Other
429,NVD-CWE-Other
430,NVD-CWE-Other
431,NVD-CWE-Other
432,CWE-119
433,NVD-CWE-Other
434,NVD-CWE-Other
435,NVD-CWE-Other
436,NVD-CWE-Other
437,NVD-CWE-Other
438,NVD-CWE-Other
439,NVD-CWE-Other
440,NVD-CWE-Other
441,NVD-CWE-noinfo
442,NVD-CWE-Other
443,CWE-120
444,NVD-CWE-Other
445,NVD-CWE-Other
446,NVD-CWE-Other
447,CWE-119
448,NVD-CWE-Other
449,NVD-CWE-Other
450,NVD-CWE-Other
451,NVD-CWE-Other
452,NVD-CWE-Other
453,NVD-CWE-Other
454,NVD-CWE-Other
455,NVD-CWE-Other
456,NVD-CWE-Other
457,NVD-CWE-Other
458,NVD-CWE-Other
459,NVD-CWE-Other
460,NVD-CWE-Other
461,NVD-CWE-Other
462,NVD-CWE-Other
463,NVD-CWE-Other
464,NVD-CWE-Other
465,CWE-264
466,NVD-CWE-Other
467,NVD-CWE-Other
468,NVD-CWE-Other
469,NVD-CWE-Other
470,NVD-CWE-Other
471,NVD-CWE-Other
472,NVD-CWE-Other
473,NVD-CWE-Other
474,NVD-CWE-Other
475,NVD-CWE-Other
476,NVD-CWE-Other
477,NVD-CWE-Other
478,NVD-CWE-Other
479,NVD-CWE-Other
480,NVD-CWE-Other
481,NVD-CWE-Other
482,NVD-CWE-Other
483,NVD-CWE-Other
484,NVD-CWE-Other
485,NVD-CWE-Other
486,NVD-CWE-noinfo
487,NVD-CWE-Other
488,NVD-CWE-Other
489,CWE-287
490,NVD-CWE-Other
491,CWE-362
492,CWE-20
493,NVD-CWE-Other
494,NVD-CWE-Other
495,NVD-CWE-Other
496,CWE-16
497,NVD-CWE-Other
498,NVD-CWE-Other
499,NVD-CWE-Other
500,NVD-CWE-Other
501,NVD-CWE-Other
502,NVD-CWE-Other
503,NVD-CWE-Other
504,NVD-CWE-Other
505,NVD-CWE-Other
506,NVD-CWE-Other
507,NVD-CWE-Other
508,NVD-CWE-Other
509,NVD-CWE-Other
510,NVD-CWE-Other
511,NVD-CWE-Other
512,NVD-CWE-Other
513,NVD-CWE-Other
514,NVD-CWE-Other
515,NVD-CWE-Other
516,NVD-CWE-Other
517,NVD-CWE-Other
518,CWE-94
519,NVD-CWE-Other
520,NVD-CWE-Other
521,NVD-CWE-Other
522,NVD-CWE-Other
523,NVD-CWE-Other
524,NVD-CWE-Other
525,NVD-CWE-Other
526,NVD-CWE-Other
527,CWE-94
528,NVD-CWE-Other
529,NVD-CWE-Other
530,NVD-CWE-Other
531,NVD-CWE-Other
532,NVD-CWE-Other
533,NVD-CWE-Other
534,NVD-CWE-Other
535,NVD-CWE-Other
536,NVD-CWE-Other
537,NVD-CWE-Other
538,NVD-CWE-Other
539,NVD-CWE-Other
540,NVD-CWE-Other
541,NVD-CWE-Other
542,NVD-CWE-Other
543,NVD-CWE-Other
544,CWE-264
545,NVD-CWE-Other
546,CWE-264
547,NVD-CWE-Other
548,NVD-CWE-Other
549,NVD-CWE-Other
550,NVD-CWE-Other
551,NVD-CWE-Other
552,NVD-CWE-Other
553,NVD-CWE-Other
554,NVD-CWE-Other
555,NVD-CWE-Other
556,NVD-CWE-Other
557,NVD-CWE-Other
558,NVD-CWE-Other
559,CWE-59
560,CWE-200
561,NVD-CWE-Other
562,NVD-CWE-Other
563,NVD-CWE-Other
564,NVD-CWE-Other
565,NVD-CWE-Other
566,NVD-CWE-Other
567,NVD-CWE-Other
568,NVD-CWE-Other
569,NVD-CWE-Other
570,NVD-CWE-Other
571,NVD-CWE-Other
572,NVD-CWE-Other
573,NVD-CWE-Other
574,NVD-CWE-Other
575,NVD-CWE-Other
576,NVD-CWE-Other
577,NVD-CWE-Other
578,NVD-CWE-Other
579,NVD-CWE-Other
580,NVD-CWE-Other
581,NVD-CWE-Other
582,CWE-16
583,NVD-CWE-Other
584,NVD-CWE-Other
585,NVD-CWE-Other
586,NVD-CWE-Other
587,NVD-CWE-Other
588,NVD-CWE-Other
589,NVD-CWE-Other
590,NVD-CWE-Other
591,NVD-CWE-Other
592,NVD-CWE-Other
593,NVD-CWE-Other
594,NVD-CWE-Other
595,NVD-CWE-Other
596,NVD-CWE-Other
597,NVD-CWE-Other
598,NVD-CWE-Other
599,NVD-CWE-Other
600,NVD-CWE-Other
601,NVD-CWE-Other
602,NVD-CWE-Other
603,NVD-CWE-Other
604,NVD-CWE-Other
605,NVD-CWE-Other
606,NVD-CWE-Other
607,NVD-CWE-Other
608,NVD-CWE-Other
609,NVD-CWE-Other
610,NVD-CWE-Other
611,NVD-CWE-Other
612,NVD-CWE-Other
613,NVD-CWE-Other
614,NVD-CWE-Other
615,NVD-CWE-Other
616,NVD-CWE-Other
617,NVD-CWE-Other
618,NVD-CWE-Other
619,NVD-CWE-Other
620,NVD-CWE-Other
621,NVD-CWE-Other
622,NVD-CWE-Other
623,NVD-CWE-Other
624,NVD-CWE-Other
625,NVD-CWE-Other
626,NVD-CWE-Other
627,NVD-CWE-Other
628,NVD-CWE-Other
629,NVD-CWE-Other
630,NVD-CWE-Other
631,NVD-CWE-Other
632,NVD-CWE-Other
633,NVD-CWE-Other
634,NVD-CWE-Other
635,CWE-346
636,NVD-CWE-Other
637,NVD-CWE-Other
638,NVD-CWE-Other
639,NVD-CWE-Other
640,NVD-CWE-Other
641,CWE-20
642,NVD-CWE-Other
643,NVD-CWE-Other
644,NVD-CWE-Other
645,NVD-CWE-Other
646,NVD-CWE-Other
647,CWE-20
648,CWE-264
649,NVD-CWE-Other
650,NVD-CWE-Other
651,NVD-CWE-Other
652,NVD-CWE-Other
653,NVD-CWE-Other
654,NVD-CWE-Other
655,NVD-CWE-Other
656,NVD-CWE-Other
657,NVD-CWE-Other
658,NVD-CWE-Other
659,NVD-CWE-Other
660,CWE-16
661,NVD-CWE-Other
662,NVD-CWE-Other
663,NVD-CWE-Other
664,NVD-CWE-Other
665,NVD-CWE-Other
666,NVD-CWE-Other
667,NVD-CWE-Other
668,NVD-CWE-Other
669,CWE-59
670,NVD-CWE-Other
671,NVD-CWE-noinfo
672,NVD-CWE-Other
673,CWE-665
674,NVD-CWE-Other
675,NVD-CWE-Other
676,NVD-CWE-Other
677,NVD-CWE-Other
678,NVD-CWE-Other
679,NVD-CWE-Other
680,NVD-CWE-Other
681,NVD-CWE-Other
682,NVD-CWE-Other
683,NVD-CWE-Other
684,NVD-CWE-Other
685,NVD-CWE-Other
686,NVD-CWE-Other
687,NVD-CWE-Other
688,NVD-CWE-Other
689,NVD-CWE-Other
690,NVD-CWE-Other
691,NVD-CWE-Other
692,NVD-CWE-Other
693,NVD-CWE-Other
694,NVD-CWE-Other
695,NVD-CWE-Other
696,NVD-CWE-Other
697,NVD-CWE-Other
698,NVD-CWE-Other
699,NVD-CWE-Other
700,NVD-CWE-Other
701,NVD-CWE-Other
702,NVD-CWE-Other
703,NVD-CWE-Other
704,NVD-CWE-Other
705,NVD-CWE-Other
706,NVD-CWE-Other
707,NVD-CWE-Other
708,NVD-CWE-Other
709,NVD-CWE-Other
710,NVD-CWE-Other
711,NVD-CWE-Other
712,NVD-CWE-Other
713,NVD-CWE-Other
714,NVD-CWE-Other
715,NVD-CWE-Other
716,NVD-CWE-Other
717,NVD-CWE-Other
718,NVD-CWE-Other
719,NVD-CWE-Other
720,NVD-CWE-Other
721,NVD-CWE-Other
722,NVD-CWE-Other
723,NVD-CWE-Other
724,NVD-CWE-noinfo
725,NVD-CWE-Other
726,NVD-CWE-Other
727,NVD-CWE-Other
728,NVD-CWE-Other
729,NVD-CWE-Other
730,NVD-CWE-Other
731,NVD-CWE-Other
732,NVD-CWE-Other
733,NVD-CWE-Other
734,NVD-CWE-Other
735,NVD-CWE-Other
736,NVD-CWE-Other
737,NVD-CWE-Other
738,NVD-CWE-Other
739,NVD-CWE-Other
740,NVD-CWE-Other
741,NVD-CWE-Other
742,NVD-CWE-Other
743,NVD-CWE-Other
744,NVD-CWE-Other
745,NVD-CWE-Other
746,NVD-CWE-Other
747,NVD-CWE-Other
748,NVD-CWE-Other
749,NVD-CWE-Other
750,CWE-59
751,NVD-CWE-Other
752,NVD-CWE-Other
753,NVD-CWE-Other
754,CWE-200
755,NVD-CWE-Other
756,NVD-CWE-Other
757,NVD-CWE-Other
758,NVD-CWE-Other
759,NVD-CWE-Other
760,NVD-CWE-Other
761,NVD-CWE-Other
762,NVD-CWE-Other
763,NVD-CWE-Other
764,NVD-CWE-Other
765,NVD-CWE-Other
766,NVD-CWE-Other
767,NVD-CWE-Other
768,NVD-CWE-Other
769,NVD-CWE-Other
770,NVD-CWE-Other
771,NVD-CWE-Other
772,NVD-CWE-Other
773,CWE-119
774,NVD-CWE-Other
775,NVD-CWE-Other
776,NVD-CWE-Other
777,CWE-434
778,NVD-CWE-Other
779,CWE-310
780,NVD-CWE-Other
781,NVD-CWE-Other
782,NVD-CWE-Other
783,NVD-CWE-Other
784,NVD-CWE-Other
785,NVD-CWE-Other
786,NVD-CWE-Other
789,NVD-CWE-Other
791,NVD-CWE-Other
793,NVD-CWE-Other
795,NVD-CWE-Other
797,NVD-CWE-Other
799,NVD-CWE-Other
802,NVD-CWE-Other
804,NVD-CWE-Other
805,NVD-CWE-Other
807,NVD-CWE-Other
809,NVD-CWE-Other
811,NVD-CWE-Other
814,NVD-CWE-Other
817,NVD-CWE-Other
819,NVD-CWE-Other
821,NVD-CWE-Other
822,NVD-CWE-Other
825,NVD-CWE-Other
827,NVD-CWE-Other
829,NVD-CWE-Other
831,NVD-CWE-Other
833,NVD-CWE-Other
835,NVD-CWE-Other
837,NVD-CWE-Other
838,NVD-CWE-Other
839,NVD-CWE-Other
840,NVD-CWE-Other
842,NVD-CWE-Other
844,NVD-CWE-Other
846,NVD-CWE-Other
847,NVD-CWE-Other
849,NVD-CWE-Other
851,NVD-CWE-Other
853,CWE-200
854,NVD-CWE-Other
857,NVD-CWE-Other
859,NVD-CWE-Other
861,NVD-CWE-Other
864,NVD-CWE-Other
866,NVD-CWE-Other
869,NVD-CWE-Other
872,CWE-331
874,NVD-CWE-Other
876,NVD-CWE-Other
878,NVD-CWE-Other
880,NVD-CWE-Other
883,CWE-119
884,NVD-CWE-Other
886,NVD-CWE-Other
888,NVD-CWE-Other
890,NVD-CWE-Other
894,NVD-CWE-Other
895,NVD-CWE-Other
898,NVD-CWE-Other
900,CWE-119
901,NVD-CWE-Other
902,NVD-CWE-Other
903,NVD-CWE-Other
905,NVD-CWE-Other
907,NVD-CWE-Other
909,NVD-CWE-Other
912,NVD-CWE-Other
914,NVD-CWE-Other
915,NVD-CWE-Other
918,NVD-CWE-Other
919,NVD-CWE-Other
922,NVD-CWE-Other
924,NVD-CWE-Other
926,NVD-CWE-Other
928,NVD-CWE-Other
933,NVD-CWE-Other
935,NVD-CWE-Other
937,NVD-CWE-Other
940,NVD-CWE-Other
942,NVD-CWE-Other
944,NVD-CWE-Other
947,NVD-CWE-Other
948,CWE-79
952,NVD-CWE-Other
955,NVD-CWE-Other
958,NVD-CWE-Other
961,NVD-CWE-Other
964,NVD-CWE-Other
966,NVD-CWE-Other
969,NVD-CWE-Other
972,NVD-CWE-Other
974,NVD-CWE-Other
978,NVD-CWE-Other
981,NVD-CWE-Other
984,NVD-CWE-Other
986,NVD-CWE-Other
989,NVD-CWE-Other
992,NVD-CWE-Other
995,NVD-CWE-Other
998,NVD-CWE-Other
1011,NVD-CWE-Other
1013,NVD-CWE-Other
1017,NVD-CWE-Other
1019,NVD-CWE-Other
1024,NVD-CWE-Other
1027,NVD-CWE-Other
1031,NVD-CWE-Other
1035,NVD-CWE-Other
1038,NVD-CWE-Other
1040,NVD-CWE-Other
1043,NVD-CWE-Other
1046,NVD-CWE-Other
1049,NVD-CWE-Other
1053,NVD-CWE-Other
1054,NVD-CWE-Other
1059,NVD-CWE-Other
1062,NVD-CWE-Other
1064,NVD-CWE-Other
1066,NVD-CWE-Other
1070,NVD-CWE-Other
1073,NVD-CWE-Other
1076,NVD-CWE-Other
1078,NVD-CWE-Other
1081,NVD-CWE-Other
1083,NVD-CWE-Other
1086,NVD-CWE-Other
1089,NVD-CWE-Other
1092,NVD-CWE-Other
1094,NVD-CWE-Other
1099,CWE-254
1100,NVD-CWE-Other
1102,NVD-CWE-Other
1105,NVD-CWE-Other
1108,NVD-CWE-Other
1112,NVD-CWE-Other
1114,NVD-CWE-Other
1118,CWE-94
1121,NVD-CWE-Other
1124,NVD-CWE-Other
1127,NVD-CWE-Other
1129,NVD-CWE-Other
1132,NVD-CWE-Other
1135,NVD-CWE-Other
1138,NVD-CWE-Other
1141,NVD-CWE-Other
1145,NVD-CWE-Other
1147,NVD-CWE-Other
1150,NVD-CWE-Other
1153,NVD-CWE-Other
1156,NVD-CWE-Other
1159,NVD-CWE-Other
1161,NVD-CWE-Other
1170,NVD-CWE-Other
1174,NVD-CWE-Other
1178,NVD-CWE-Other
1183,CWE-79
1190,CWE-79
1194,CWE-200
1197,NVD-CWE-noinfo
1201,NVD-CWE-Other
1208,NVD-CWE-Other
1211,NVD-CWE-Other
787,NVD-CWE-Other
788,NVD-CWE-Other
790,NVD-CWE-Other
792,NVD-CWE-Other
794,NVD-CWE-Other
796,NVD-CWE-Other
798,NVD-CWE-Other
800,NVD-CWE-Other
801,NVD-CWE-Other
803,NVD-CWE-Other
806,NVD-CWE-Other
808,NVD-CWE-Other
810,NVD-CWE-Other
812,NVD-CWE-Other
813,NVD-CWE-Other
815,NVD-CWE-Other
816,NVD-CWE-Other
818,NVD-CWE-Other
820,NVD-CWE-Other
823,NVD-CWE-Other
824,NVD-CWE-Other
826,NVD-CWE-Other
828,NVD-CWE-Other
830,NVD-CWE-Other
832,NVD-CWE-Other
834,NVD-CWE-Other
836,NVD-CWE-Other
841,NVD-CWE-Other
843,NVD-CWE-Other
845,NVD-CWE-Other
848,NVD-CWE-Other
850,NVD-CWE-Other
852,NVD-CWE-Other
855,NVD-CWE-Other
856,NVD-CWE-Other
858,NVD-CWE-Other
860,NVD-CWE-Other
862,NVD-CWE-Other
863,NVD-CWE-Other
865,NVD-CWE-Other
867,NVD-CWE-Other
868,NVD-CWE-Other
870,NVD-CWE-Other
871,NVD-CWE-Other
873,NVD-CWE-Other
875,NVD-CWE-Other
877,NVD-CWE-Other
879,NVD-CWE-Other
881,NVD-CWE-noinfo
882,CWE-79
885,NVD-CWE-Other
887,NVD-CWE-Other
889,NVD-CWE-Other
891,NVD-CWE-Other
892,NVD-CWE-Other
893,NVD-CWE-Other
896,NVD-CWE-Other
897,NVD-CWE-Other
899,NVD-CWE-Other
904,NVD-CWE-Other
906,NVD-CWE-Other
908,NVD-CWE-Other
910,NVD-CWE-Other
911,NVD-CWE-Other
913,NVD-CWE-Other
916,NVD-CWE-Other
917,NVD-CWE-Other
920,NVD-CWE-Other
921,NVD-CWE-Other
923,CWE-772
925,NVD-CWE-Other
927,NVD-CWE-Other
929,NVD-CWE-Other
930,NVD-CWE-Other
931,NVD-CWE-Other
932,NVD-CWE-Other
934,NVD-CWE-Other
936,NVD-CWE-Other
938,NVD-CWE-Other
939,NVD-CWE-Other
941,NVD-CWE-Other
943,NVD-CWE-Other
945,NVD-CWE-Other
946,NVD-CWE-Other
949,NVD-CWE-Other
950,NVD-CWE-Other
951,NVD-CWE-Other
953,NVD-CWE-Other
954,NVD-CWE-Other
956,NVD-CWE-Other
957,NVD-CWE-Other
959,NVD-CWE-Other
960,NVD-CWE-Other
962,NVD-CWE-Other
963,NVD-CWE-Other
965,NVD-CWE-Other
967,NVD-CWE-Other
968,NVD-CWE-Other
970,NVD-CWE-Other
971,NVD-CWE-Other
973,NVD-CWE-Other
975,NVD-CWE-Other
976,NVD-CWE-Other
977,NVD-CWE-Other
979,NVD-CWE-Other
980,NVD-CWE-Other
982,NVD-CWE-Other
983,NVD-CWE-Other
985,NVD-CWE-Other
987,NVD-CWE-Other
988,NVD-CWE-Other
990,NVD-CWE-Other
991,NVD-CWE-Other
993,NVD-CWE-Other
994,NVD-CWE-Other
996,NVD-CWE-Other
997,NVD-CWE-Other
999,NVD-CWE-Other
1000,CWE-264
1001,NVD-CWE-Other
1002,CWE-264
1003,NVD-CWE-Other
1004,NVD-CWE-Other
1005,NVD-CWE-Other
1006,NVD-CWE-Other
1007,NVD-CWE-Other
1008,NVD-CWE-Other
1009,NVD-CWE-Other
1010,NVD-CWE-Other
1012,NVD-CWE-Other
1014,NVD-CWE-Other
1015,NVD-CWE-Other
1016,NVD-CWE-Other
1018,NVD-CWE-Other
1020,NVD-CWE-Other
1021,NVD-CWE-Other
1022,NVD-CWE-Other
1023,NVD-CWE-Other
1025,NVD-CWE-Other
1026,NVD-CWE-Other
1028,NVD-CWE-Other
1029,NVD-CWE-Other
1030,NVD-CWE-Other
